,id,png,Dice_score,True_Positive,True_Negative,False_Negative,False_Positive,Precision,Recall,Specificity,Overall Accuracy,IoU
22,22,KBY15_IMG_30096-12654.png,0.9607958,1642,63760,35,99,0.94313616,0.9791294,0.9984497,0.9979553,0.9245495
23,23,KBY15_IMG_27702-27189.png,0.9507719,3264,61934,106,232,0.93363845,0.968546,0.99626803,0.9948425,0.9061632
24,24,KBY15_IMG_28557-24111.png,0.91075516,597,64822,13,104,0.8516405,0.97868854,0.9983982,0.9982147,0.83613443
25,25,KBY15_IMG_13509-22401.png,0.9259825,6374,58143,123,896,0.8767538,0.9810682,0.9848236,0.9844513,0.86216694
26,26,KBY15_IMG_7011-10431.png,nan,0,65509,23,4,0.0,0.0,0.99993896,0.999588,0.0
27,27,KBY15_IMG_14535-22914.png,0.88970584,242,65234,35,25,0.90636706,0.8736462,0.9996169,0.9990845,0.8013245
28,28,KBY15_IMG_7524-17271.png,nan,0,65439,11,86,0.0,0.0,0.9986875,0.9985199,0.0
29,29,KBY15_IMG_7695-15903.png,0.87903225,109,65397,15,15,0.87903225,0.87903225,0.9997707,0.99954224,0.78417265
30,30,KBY15_IMG_15048-2223.png,0.94621515,475,65007,3,51,0.90304184,0.99372387,0.9992161,0.999176,0.8979206
31,31,KBY15_IMG_11970-3762.png,0.7465699,925,63983,135,493,0.65232724,0.8726415,0.99235374,0.9904175,0.5956214
32,32,KBY15_IMG_30438-24111.png,0.95168453,10607,53852,395,682,0.93958724,0.96409744,0.98749405,0.9835663,0.90782267
33,33,KBY15_IMG_19836-16416.png,0.9297347,999,64386,66,85,0.9215867,0.93802816,0.9986816,0.9976959,0.8686957
34,34,KBY15_IMG_13680-22401.png,0.96248513,2835,62480,122,99,0.9662577,0.95874196,0.998418,0.9966278,0.92768323
35,35,KBY15_IMG_23085-9234.png,0.9206127,15087,47847,19,2583,0.85382,0.9987422,0.9487805,0.96029663,0.85290295
36,36,KBY15_IMG_22743-9576.png,0.85273033,4997,58813,44,1682,0.7481659,0.99127156,0.97219604,0.97366333,0.7432694
37,37,KBY15_IMG_10773-3420.png,0.9736435,11932,52958,109,537,0.9569332,0.9909476,0.9899617,0.9901428,0.94864047
38,38,KBY15_IMG_13680-20520.png,0.9191354,6655,57710,263,908,0.8799418,0.9619832,0.9845099,0.98213196,0.8503706
39,39,KBY15_IMG_20007-23598.png,0.9545189,4082,61065,287,102,0.9756214,0.9343099,0.99833244,0.99406433,0.91299486
40,40,KBY15_IMG_10773-2907.png,0.0093896715,1,65324,19,192,0.005181347,0.05,0.9970694,0.9967804,0.004716981
41,41,KBY15_IMG_7011-16245.png,0.9179986,3963,60865,72,636,0.86170906,0.98215616,0.9896587,0.9891968,0.84842646
42,42,KBY15_IMG_7011-9918.png,0.94368345,620,64842,8,66,0.9037901,0.9872612,0.9989832,0.99887085,0.89337176
43,43,KBY15_IMG_3591-14877.png,0.9274114,2798,62300,16,422,0.8689441,0.99431413,0.9932719,0.99331665,0.8646477
44,44,KBY15_IMG_3078-16929.png,0.9516593,4459,60624,223,230,0.950949,0.95237076,0.99622047,0.99308777,0.9077769
45,45,KBY15_IMG_3249-14706.png,0.9808715,4333,61034,40,129,0.9710892,0.99085295,0.9978909,0.99742126,0.9624611
46,46,KBY15_IMG_14877-3420.png,0.95130306,6388,58494,42,612,0.91257143,0.9934681,0.9896457,0.99002075,0.90712863
47,47,KBY15_IMG_23256-18468.png,0.8902438,219,65263,38,16,0.93191487,0.85214007,0.9997549,0.999176,0.8021978
48,48,KBY15_IMG_7353-16929.png,0.94502974,21842,41153,172,2369,0.90215194,0.9921868,0.9455678,0.9612274,0.8957881
49,49,KBY15_IMG_6669-16587.png,0.93187296,6764,57783,57,932,0.87889814,0.9916434,0.9841267,0.98490906,0.87243646
50,50,KBY15_IMG_19836-16074.png,nan,0,65425,11,100,0.0,0.0,0.9984739,0.9983063,0.0
51,51,KBY15_IMG_14877-2394.png,0.9541976,4302,60821,258,155,0.96522325,0.94342107,0.99745804,0.9936981,0.9124072
52,52,KBY15_IMG_12996-7353.png,0.54667866,1827,60679,134,2896,0.38683042,0.9316675,0.9544475,0.95376587,0.37615812
53,53,KBY15_IMG_14706-23085.png,0.87792,4322,60012,3,1199,0.7828292,0.9993064,0.980412,0.98165894,0.78240407
54,54,KBY15_IMG_28044-13167.png,0.8502512,846,64392,16,282,0.75,0.9814385,0.9956397,0.9954529,0.7395105
55,55,KBY15_IMG_17955-24453.png,0.924346,7227,57126,14,1169,0.860767,0.99806654,0.97994685,0.98194885,0.8593341
56,56,KBY15_IMG_28215-22059.png,0.9576975,2479,62838,97,122,0.95309496,0.9623447,0.99806225,0.9966583,0.9188288
57,57,KBY15_IMG_27018-15903.png,0.9574477,11014,53543,3,976,0.91859883,0.99972767,0.982098,0.98506165,0.91836905
58,58,KBY15_IMG_15048-2736.png,0.91316766,5274,59259,55,948,0.8476374,0.9896791,0.9842543,0.98469543,0.8402103
59,59,KBY15_IMG_7695-10089.png,0.8501626,4837,58994,353,1352,0.7815479,0.9319846,0.97759587,0.97398376,0.73937637
60,60,KBY15_IMG_12825-21546.png,0.92671627,6797,57664,849,226,0.96782005,0.88896155,0.996096,0.9835968,0.86344004
61,61,KBY15_IMG_19665-15903.png,0.95498526,3405,61810,47,274,0.9255232,0.9863847,0.99558663,0.9951019,0.91384864
62,62,KBY15_IMG_10431-4617.png,0.94327545,6926,57777,7,826,0.89344686,0.99899036,0.9859052,0.9872894,0.8926408
63,63,KBY15_IMG_11286-4617.png,0.94548374,1769,63563,106,98,0.94750935,0.94346666,0.9984606,0.9968872,0.8966042
64,64,KBY15_IMG_16416-4446.png,0.9557358,5657,59355,113,411,0.9322676,0.98041594,0.9931232,0.9920044,0.9152241
65,65,KBY15_IMG_10602-3078.png,0.9791068,10216,54884,148,288,0.97258186,0.9857198,0.99477994,0.99334717,0.9590687
66,66,KBY15_IMG_27873-13167.png,0.71666664,172,65228,82,54,0.76106197,0.6771653,0.9991728,0.9979248,0.5584416
67,67,KBY15_IMG_28557-22914.png,0.97531444,16673,48019,235,609,0.964761,0.98610127,0.98747635,0.9871216,0.9518182
68,68,KBY15_IMG_12825-21204.png,0.9557926,7124,57753,156,503,0.9340501,0.9785714,0.9913657,0.98994446,0.91532826
69,69,KBY15_IMG_7182-16587.png,0.932868,6816,57739,628,353,0.95076025,0.9156368,0.9939234,0.9850311,0.8741824
70,70,KBY15_IMG_30267-12825.png,0.67924535,90,65361,81,4,0.9574468,0.5263158,0.9999388,0.998703,0.51428574
71,71,KBY15_IMG_10944-4959.png,0.6410726,526,64421,69,520,0.50286806,0.8840336,0.9919927,0.9910126,0.4717489
72,72,KBY15_IMG_29241-23769.png,0.93455476,6733,57860,99,844,0.88861024,0.9855094,0.98562276,0.98561096,0.8771496
73,73,KBY15_IMG_15219-2052.png,0.95665747,3984,61191,102,259,0.9389583,0.97503674,0.9957852,0.9944916,0.916916
74,74,KBY15_IMG_6840-16416.png,0.8998436,575,64833,61,67,0.89563864,0.9040881,0.99896765,0.9980469,0.8179232
75,75,KBY15_IMG_27873-12996.png,0.94146156,6216,58547,299,474,0.92914796,0.9541059,0.991969,0.98820496,0.8893976
76,76,KBY15_IMG_28728-11970.png,0.9185056,4745,59949,24,818,0.852957,0.9949675,0.98653877,0.9871521,0.849293
77,77,KBY15_IMG_29241-22914.png,0.9493594,778,64675,30,53,0.9362214,0.9628713,0.9991812,0.9987335,0.90360045
78,78,KBY15_IMG_27702-11457.png,0.97141355,1852,63575,48,61,0.9681129,0.97473687,0.99904144,0.9983368,0.9444161
79,79,KBY15_IMG_15732-2907.png,0.9060345,3153,61729,13,641,0.831049,0.9958939,0.9897226,0.99002075,0.8282112
80,80,KBY15_IMG_2565-17613.png,0.9833982,13150,51942,23,421,0.968978,0.998254,0.99196,0.9932251,0.9673385
81,81,KBY15_IMG_23769-19323.png,0.9647841,1452,63978,45,61,0.95968276,0.9699399,0.99904746,0.99838257,0.93196404
82,82,KBY15_IMG_14877-2565.png,0.9754958,10231,54791,180,334,0.9683862,0.9827106,0.99394107,0.992157,0.9521638
83,83,KBY15_IMG_15561-2565.png,0.9355742,2171,63066,112,187,0.9206955,0.95094174,0.9970436,0.9954376,0.8789474
84,84,KBY15_IMG_19836-22743.png,0.9328007,7239,57254,58,985,0.8802286,0.99205154,0.98308694,0.9840851,0.8740642
85,85,KBY15_IMG_2907-14706.png,0.9317794,1639,63657,169,71,0.9584795,0.90652657,0.99888587,0.9963379,0.8722725
86,86,KBY15_IMG_9405-5301.png,0.9701662,16227,48311,207,791,0.9535198,0.98740417,0.98389065,0.9847717,0.94206095
87,87,KBY15_IMG_29070-11970.png,0.9442496,1211,64182,71,72,0.9438815,0.9446178,0.99887943,0.997818,0.894387
88,88,KBY15_IMG_29412-22914.png,0.9149034,7956,56100,191,1289,0.8605733,0.97655576,0.97753924,0.977417,0.8431539
89,89,KBY15_IMG_7524-8550.png,0.9480543,5238,59724,293,281,0.949085,0.94702584,0.99531704,0.99124146,0.9012388
90,90,KBY15_IMG_13851-22401.png,0.97887325,8757,56401,7,371,0.95935583,0.9992013,0.99346507,0.9942322,0.95862067
91,91,KBY15_IMG_17955-24624.png,0.06896552,2,65480,51,3,0.4,0.03773585,0.99995416,0.999176,0.035714287
92,92,KBY15_IMG_14364-22743.png,0.9734957,4077,61237,13,209,0.9512366,0.9968215,0.99659866,0.99661255,0.9483601
93,93,KBY15_IMG_30951-21717.png,0.96486074,8869,56021,150,496,0.94703686,0.98336846,0.9912239,0.9901428,0.9321072
94,94,KBY15_IMG_31806-22230.png,0.95367575,2841,62419,133,143,0.95207775,0.9552791,0.9977143,0.9957886,0.9114533
95,95,KBY15_IMG_3933-13167.png,0.93644065,1989,63277,12,258,0.88518023,0.994003,0.99593925,0.9958801,0.8804781
96,96,KBY15_IMG_6669-9918.png,0.8145222,2165,62385,310,676,0.76205564,0.87474746,0.9892802,0.98495483,0.6870835
97,97,KBY15_IMG_11970-4446.png,0.9401074,6828,57838,536,334,0.95336497,0.9272135,0.9942584,0.98672485,0.88698363
98,98,KBY15_IMG_16074-21717.png,0.97471327,10157,54852,7,520,0.95129716,0.99931127,0.990609,0.9919586,0.9506739
99,99,KBY15_IMG_15390-22743.png,0.9559097,3328,61901,44,263,0.9267613,0.98695135,0.99576926,0.99531555,0.9155433
100,100,KBY15_IMG_3762-13509.png,0.9532384,7940,56817,330,449,0.94647753,0.9600967,0.9921594,0.9881134,0.9106549
101,101,KBY15_IMG_14877-22572.png,0.930398,2747,62378,6,405,0.87151015,0.99782056,0.9935492,0.99372864,0.86985433
102,102,KBY15_IMG_3078-17613.png,0.91987294,2606,62476,426,28,0.98936975,0.8594987,0.999552,0.9930725,0.85163397
103,103,KBY15_IMG_12654-21204.png,0.93887174,9561,54730,572,673,0.9342388,0.94355077,0.98785263,0.9810028,0.88478625
104,104,KBY15_IMG_10773-10773.png,0.9720758,6179,59002,64,291,0.95502317,0.98974854,0.99509215,0.99458313,0.9456688
105,105,KBY15_IMG_15390-2736.png,0.8493233,4267,59755,690,824,0.83814573,0.8608029,0.9863979,0.9768982,0.7381076
106,106,KBY15_IMG_7353-16074.png,0.9164602,2035,63130,3,368,0.8468581,0.99852794,0.9942045,0.994339,0.8458022
107,107,KBY15_IMG_9918-13338.png,0.94914913,4685,60349,145,357,0.92919475,0.9699793,0.9941192,0.9923401,0.9032196
108,108,KBY15_IMG_13509-22572.png,0.95885414,7364,57540,39,593,0.9254744,0.99473184,0.98979926,0.99035645,0.9209605
109,109,KBY15_IMG_29241-12825.png,0.94033366,4988,59915,22,611,0.8908734,0.9956088,0.9899052,0.9903412,0.88738656
110,110,KBY15_IMG_9918-3762.png,0.9537413,3639,61544,58,295,0.9250127,0.9843116,0.99522954,0.99461365,0.9115732
111,111,KBY15_IMG_7353-17100.png,0.9568521,3526,61692,97,221,0.9410195,0.9732266,0.99643046,0.9951477,0.9172737
112,112,KBY15_IMG_15048-3591.png,0.9422718,2024,63264,61,187,0.91542286,0.9707434,0.99705285,0.9962158,0.89084506
113,113,KBY15_IMG_28044-12312.png,0.96073115,3364,61897,55,220,0.9386161,0.9839134,0.9964583,0.99580383,0.9244298
114,114,KBY15_IMG_12825-21888.png,0.20000002,4,65500,29,3,0.5714286,0.121212125,0.9999542,0.9995117,0.11111111
115,115,KBY15_IMG_30438-23940.png,0.9561483,3674,61525,97,240,0.93868166,0.9742774,0.9961143,0.9948578,0.91598105
116,116,KBY15_IMG_29070-12483.png,0.92595667,5590,59052,56,838,0.86963284,0.9900815,0.9860077,0.98635864,0.8621221
117,117,KBY15_IMG_17955-25650.png,0.9577386,1711,63674,58,93,0.9484479,0.9672131,0.9985416,0.9976959,0.9189044
118,118,KBY15_IMG_20349-15561.png,0.9542942,19073,44636,590,1237,0.93909407,0.9699944,0.97303426,0.9721222,0.9125837
119,119,KBY15_IMG_12825-10602.png,0.9549012,10248,54320,393,575,0.9468724,0.96306735,0.98952544,0.9852295,0.91369474
120,120,KBY15_IMG_14364-3420.png,0.9162384,3566,61318,121,531,0.870393,0.967182,0.99141455,0.99005127,0.84542435
121,121,KBY15_IMG_29070-12996.png,nan,0,65530,2,4,0.0,0.0,0.99993896,0.99990845,0.0
122,122,KBY15_IMG_7524-9063.png,0.709873,1873,62132,488,1043,0.64231825,0.7933079,0.9834903,0.9766388,0.55023503
123,123,KBY15_IMG_32490-23256.png,0.9462964,7480,57207,259,590,0.9268897,0.9665331,0.98979187,0.9870453,0.898067
124,124,KBY15_IMG_28386-22059.png,0.16666666,2,65514,18,2,0.5,0.1,0.9999695,0.9996948,0.09090909
125,125,KBY15_IMG_22914-9405.png,0.94555646,12140,51998,306,1092,0.9174728,0.9754138,0.97943115,0.9786682,0.89673513
126,126,KBY15_IMG_27360-27189.png,0.96114993,4948,60188,168,232,0.95521235,0.96716183,0.9961602,0.9938965,0.9252057
127,127,KBY15_IMG_31977-22230.png,0.9651002,4549,60658,135,194,0.9590976,0.9711785,0.9968119,0.99497986,0.9325543
128,128,KBY15_IMG_24624-17955.png,0.68359876,794,64007,6,729,0.5213395,0.9925,0.9887389,0.9887848,0.51929367
129,129,KBY15_IMG_13338-21888.png,0.94582087,6948,57792,309,487,0.93449897,0.9574204,0.99164367,0.987854,0.8972107
130,130,KBY15_IMG_12996-21375.png,0.9083438,3979,60754,367,436,0.9012458,0.9155545,0.9928747,0.9877472,0.83207864
131,131,KBY15_IMG_28728-11457.png,0.9309091,7424,57010,245,857,0.89651006,0.9680532,0.98519015,0.9831848,0.8707483
132,132,KBY15_IMG_12483-21033.png,0.9480833,6492,58333,145,566,0.9198073,0.97815275,0.9903903,0.989151,0.90129113
133,133,KBY15_IMG_11115-10773.png,0.9392944,6576,58110,194,656,0.90929204,0.9713442,0.98883706,0.98703,0.8855373
134,134,KBY15_IMG_11115-4446.png,0.9570693,3344,61892,44,256,0.9288889,0.987013,0.9958808,0.99542236,0.9176729
135,135,KBY15_IMG_7866-16758.png,0.94137424,2240,63017,215,64,0.9722222,0.9124236,0.9989854,0.9957428,0.88924176
