,id,png,Dice_score,True_Positive,True_Negative,False_Negative,False_Positive,Precision,Recall,Specificity,Overall Accuracy,IoU
38,38,KBY15_IMG_13680-20520.png,0.8572395,3801,60469,545,721,0.8405573,0.8745973,0.98821706,0.9806824,0.750148
39,39,KBY15_IMG_20007-23598.png,0.9515028,7946,56780,324,486,0.9423624,0.9608222,0.9915133,0.9876404,0.907492
40,40,KBY15_IMG_10773-2907.png,nan,0,65509,23,4,0.0,0.0,0.99993896,0.999588,0.0
41,41,KBY15_IMG_7011-16245.png,0.9632815,1456,63969,41,70,0.95412844,0.9726119,0.9989069,0.9983063,0.929164
42,42,KBY15_IMG_7011-9918.png,0.95759,1637,63754,40,105,0.93972445,0.9761479,0.99835575,0.9977875,0.9186308
43,43,KBY15_IMG_3591-14877.png,0.89879864,2207,62832,268,229,0.90599346,0.8917172,0.9963686,0.9924164,0.8161982
44,44,KBY15_IMG_3078-16929.png,0.9365189,6801,57813,643,279,0.9605932,0.9136217,0.9951973,0.9859314,0.88061637
45,45,KBY15_IMG_3249-14706.png,0.90115666,1714,63446,16,360,0.8264224,0.99075145,0.9943579,0.9942627,0.8200957
46,46,KBY15_IMG_14877-3420.png,0.9658649,4598,60613,86,239,0.9505892,0.9816396,0.9960724,0.9950409,0.9339833
47,47,KBY15_IMG_23256-18468.png,0.97096515,17540,46947,291,758,0.9585747,0.9836801,0.98411065,0.98399353,0.94356877
48,48,KBY15_IMG_7353-16929.png,0.9835202,4297,61095,76,68,0.98442155,0.9826206,0.9988882,0.99780273,0.9675749
49,49,KBY15_IMG_6669-16587.png,0.92694265,6382,58148,115,891,0.8774921,0.9822995,0.9849083,0.98464966,0.86383325
50,50,KBY15_IMG_19836-16074.png,0.9778375,22193,42337,157,849,0.96315426,0.9929754,0.98034084,0.98464966,0.9566361
51,51,KBY15_IMG_14877-2394.png,0.94933534,6249,58620,266,401,0.93969923,0.9591711,0.9932058,0.9898224,0.90355694
52,52,KBY15_IMG_12996-7353.png,nan,0,65530,2,4,0.0,0.0,0.99993896,0.99990845,0.0
53,53,KBY15_IMG_14706-23085.png,0.90904397,5282,59197,47,1010,0.83947873,0.99118036,0.9832246,0.98387146,0.83325446
54,54,KBY15_IMG_28044-13167.png,0.9253049,607,64831,3,95,0.86467236,0.99508196,0.9985368,0.99850464,0.8609929
55,55,KBY15_IMG_17955-24453.png,0.95873165,4112,61070,257,97,0.97695416,0.9411765,0.99841416,0.9945984,0.92073447
56,56,KBY15_IMG_28215-22059.png,0.9119663,1730,63472,231,103,0.94380796,0.882203,0.9983799,0.99490356,0.8381783
57,57,KBY15_IMG_27018-15903.png,0.9468367,1968,63347,33,188,0.9128015,0.9835082,0.997041,0.9966278,0.89904064
58,58,KBY15_IMG_15048-2736.png,0.9565708,1696,63686,73,81,0.9544176,0.95873374,0.99872977,0.99765015,0.91675675
59,59,KBY15_IMG_7695-10089.png,0.93807817,6946,57673,311,606,0.91975635,0.9571448,0.98960173,0.9860077,0.88337785
60,60,KBY15_IMG_12825-21546.png,0.9225829,7758,56476,754,548,0.9340236,0.91141915,0.99039,0.98013306,0.8562914
61,61,KBY15_IMG_19665-15903.png,0.78468907,82,65409,42,3,0.9647059,0.66129035,0.99995416,0.99931335,0.6456693
62,62,KBY15_IMG_10431-4617.png,0.9359114,3001,62124,64,347,0.89635605,0.97911906,0.99444544,0.99372864,0.87954277
63,63,KBY15_IMG_11286-4617.png,0.9623271,4036,61184,50,266,0.9381683,0.9877631,0.9956713,0.9951782,0.9273897
64,64,KBY15_IMG_16416-4446.png,0.91964287,1236,64084,46,170,0.8790896,0.96411854,0.99735427,0.9967041,0.8512397
65,65,KBY15_IMG_10602-3078.png,0.912596,2793,62208,21,514,0.8445721,0.9925373,0.99180514,0.99183655,0.8392428
66,66,KBY15_IMG_27873-13167.png,0.9470491,1717,63627,91,101,0.9444444,0.94966817,0.9984151,0.9970703,0.8994238
67,67,KBY15_IMG_28557-22914.png,0.94361854,3364,61770,129,273,0.92493814,0.963069,0.9955998,0.99386597,0.8932555
68,68,KBY15_IMG_12825-21204.png,0.90722334,2738,62238,15,545,0.8339933,0.9945514,0.9913193,0.9914551,0.83020014
69,69,KBY15_IMG_7182-16587.png,0.9334686,7359,57128,75,974,0.88311535,0.9899112,0.9832364,0.98399353,0.8752379
70,70,KBY15_IMG_30267-12825.png,0.9251223,5010,59715,31,780,0.865285,0.9938504,0.9871064,0.9876251,0.8606769
71,71,KBY15_IMG_10944-4959.png,0.92381024,6493,57972,277,794,0.89103884,0.9590842,0.98648876,0.98365784,0.8584083
72,72,KBY15_IMG_29241-23769.png,0.94961476,7209,57562,71,694,0.91218525,0.99024725,0.98808706,0.988327,0.9040632
73,73,KBY15_IMG_15219-2052.png,0.96117294,3540,61710,83,203,0.94576544,0.97709084,0.9967212,0.995636,0.9252483
74,74,KBY15_IMG_6840-16416.png,nan,0,65523,11,2,0.0,0.0,0.9999695,0.99980164,0.0
75,75,KBY15_IMG_27873-12996.png,0.95859355,4989,60116,127,304,0.9425657,0.9751759,0.99496853,0.99342346,0.9204797
76,76,KBY15_IMG_28728-11970.png,0.95415443,4714,60369,116,337,0.9332805,0.97598344,0.99444866,0.99308777,0.91232824
77,77,KBY15_IMG_29241-22914.png,0.9197688,3978,60864,57,637,0.86197186,0.9858736,0.98964244,0.9894104,0.85145545
78,78,KBY15_IMG_27702-11457.png,0.9573805,3684,61524,87,241,0.93859875,0.9769292,0.9960981,0.9949951,0.91824526
79,79,KBY15_IMG_15732-2907.png,0.04016064,5,65292,15,224,0.02183406,0.25,0.99658096,0.99635315,0.020491803
80,80,KBY15_IMG_2565-17613.png,0.90304244,15093,47202,13,3228,0.8238087,0.9991394,0.93599045,0.95054626,0.8232246
81,81,KBY15_IMG_23769-19323.png,0.9699072,16776,47719,132,909,0.94860053,0.99219304,0.9813071,0.9841156,0.94157267
82,82,KBY15_IMG_14877-2565.png,0.94702667,3647,61481,50,358,0.91061175,0.9864755,0.9942108,0.9937744,0.8993835
83,83,KBY15_IMG_15561-2565.png,0.426452,1351,60551,81,3553,0.2754894,0.9434357,0.9445744,0.94454956,0.27101305
84,84,KBY15_IMG_19836-22743.png,0.95095664,5691,59258,79,508,0.9180513,0.9863085,0.9915002,0.9910431,0.9064989
85,85,KBY15_IMG_2907-14706.png,0.9595828,8464,56359,125,588,0.93504196,0.9854465,0.9896746,0.9891205,0.92230576
86,86,KBY15_IMG_9405-5301.png,0.9404767,9567,54758,566,645,0.936839,0.9441429,0.988358,0.9815216,0.8876415
87,87,KBY15_IMG_29070-11970.png,0.56410253,22,65480,31,3,0.88,0.41509435,0.99995416,0.9994812,0.39285713
88,88,KBY15_IMG_29412-22914.png,0.93706095,6536,58122,101,777,0.89375085,0.9847823,0.98680794,0.9866028,0.8815754
89,89,KBY15_IMG_7524-8550.png,0.9728884,1866,63566,34,70,0.963843,0.98210526,0.9989,0.9984131,0.9472081
90,90,KBY15_IMG_13851-22401.png,0.96459097,790,64688,18,40,0.9518072,0.97772276,0.999382,0.999115,0.9316038
91,91,KBY15_IMG_17955-24624.png,0.9677973,15808,48676,113,939,0.94393027,0.99290246,0.9810743,0.98394775,0.9376038
92,92,KBY15_IMG_14364-22743.png,nan,0,65523,11,2,0.0,0.0,0.9999695,0.99980164,0.0
93,93,KBY15_IMG_30951-21717.png,0.973898,10130,54863,34,509,0.95215714,0.99665487,0.99080765,0.9917145,0.949124
94,94,KBY15_IMG_31806-22230.png,0.39130437,9,65499,24,4,0.6923077,0.27272728,0.9999389,0.99957275,0.24324325
95,95,KBY15_IMG_3933-13167.png,0.91929334,7233,57033,8,1262,0.85144204,0.99889517,0.9783515,0.98062134,0.85064095
96,96,KBY15_IMG_6669-9918.png,0.9196076,7218,57056,79,1183,0.85918343,0.98917365,0.97968715,0.9807434,0.85117924
97,97,KBY15_IMG_11970-4446.png,0.95488584,10329,54231,312,664,0.9395979,0.97067946,0.9879042,0.9851074,0.91366655
98,98,KBY15_IMG_16074-21717.png,0.96519256,3383,61909,36,208,0.9420774,0.9894706,0.9966515,0.99627686,0.9327268
99,99,KBY15_IMG_15390-22743.png,0.95305765,4426,60674,256,180,0.9609205,0.9453225,0.9970421,0.99334717,0.910325
100,100,KBY15_IMG_3762-13509.png,0.94883525,8920,55654,197,765,0.92101187,0.978392,0.9864407,0.98532104,0.9026513
101,101,KBY15_IMG_14877-22572.png,0.93970543,6764,57904,57,811,0.8929373,0.9916434,0.9861875,0.9867554,0.8862683
102,102,KBY15_IMG_3078-17613.png,0.9826798,4085,61307,5,139,0.9670928,0.9987775,0.9977378,0.99780273,0.9659494
103,103,KBY15_IMG_12654-21204.png,0.9675747,11011,53787,6,732,0.937665,0.9994554,0.9865735,0.988739,0.9371861
104,104,KBY15_IMG_10773-10773.png,nan,0,65232,2,302,0.0,0.0,0.9953917,0.9953613,0.0
105,105,KBY15_IMG_15390-2736.png,0.9540011,10318,54223,93,902,0.9196078,0.9910671,0.9836372,0.9848175,0.9120481
106,106,KBY15_IMG_7353-16074.png,0.6848249,176,65198,78,84,0.6769231,0.6929134,0.99871325,0.9975281,0.52071005
107,107,KBY15_IMG_9918-13338.png,0.9074403,2549,62467,483,37,0.9856922,0.8406992,0.99940807,0.9920654,0.8305637
108,108,KBY15_IMG_13509-22572.png,0.41176468,7,65509,13,7,0.5,0.35,0.9998931,0.9996948,0.25925925
109,109,KBY15_IMG_29241-12825.png,0.95718724,10631,53954,371,580,0.9482651,0.96627885,0.98936445,0.9854889,0.91788983
110,110,KBY15_IMG_9918-3762.png,0.9575758,474,65020,4,38,0.92578125,0.9916318,0.99941593,0.99935913,0.9186047
111,111,KBY15_IMG_7353-17100.png,0.04878049,1,65496,5,34,0.028571429,0.16666667,0.99948114,0.9994049,0.025
112,112,KBY15_IMG_15048-3591.png,0.95774245,3343,61898,45,250,0.9304203,0.9867178,0.99597734,0.99549866,0.9189115
113,113,KBY15_IMG_28044-12312.png,0.9678575,16215,48244,219,858,0.94974524,0.98667395,0.9825262,0.9835663,0.93771684
114,114,KBY15_IMG_12825-21888.png,0.8836478,3091,61631,75,739,0.80704963,0.9763108,0.9881514,0.98757935,0.7915493
115,115,KBY15_IMG_30438-23940.png,0.73829204,402,64849,234,51,0.8874172,0.6320755,0.9992142,0.99565125,0.58515286
116,116,KBY15_IMG_29070-12483.png,0.97026414,8761,56238,3,534,0.94254977,0.9996577,0.99059397,0.99180603,0.94224566
117,117,KBY15_IMG_17955-25650.png,0.9397591,3315,61796,55,370,0.89959294,0.98367953,0.9940482,0.993515,0.8863636
118,118,KBY15_IMG_20349-15561.png,0.93745196,21942,40666,72,2856,0.8848294,0.9967294,0.934378,0.95532227,0.8822678
119,119,KBY15_IMG_12825-10602.png,0.96524966,2861,62469,96,110,0.96297544,0.96753466,0.9982422,0.9968567,0.9328334
120,120,KBY15_IMG_14364-3420.png,0.92193514,6708,57692,210,926,0.87870055,0.9696444,0.9842028,0.982666,0.8551759
121,121,KBY15_IMG_29070-12996.png,0.96112275,3424,61835,28,249,0.932208,0.99188876,0.9959893,0.9957733,0.92515534
122,122,KBY15_IMG_7524-9063.png,0.8621416,2045,62837,40,614,0.7690861,0.98081535,0.99032325,0.99002075,0.75768805
123,123,KBY15_IMG_32490-23256.png,0.9721355,4361,60925,199,51,0.98844063,0.9563596,0.9991636,0.9961853,0.9457818
124,124,KBY15_IMG_28386-22059.png,0.923222,6361,58117,69,989,0.86544216,0.9892691,0.98326737,0.9838562,0.8573932
125,125,KBY15_IMG_22914-9405.png,0.9527763,7344,57464,302,426,0.94517374,0.9605022,0.9926412,0.9888916,0.9098117
126,126,KBY15_IMG_27360-27189.png,0.85088885,4140,59945,817,634,0.86719733,0.83518255,0.9895343,0.9778595,0.7404758
127,127,KBY15_IMG_31977-22230.png,0.963339,854,64617,8,57,0.9374314,0.99071926,0.9991187,0.9990082,0.9292709
128,128,KBY15_IMG_24624-17955.png,0.680604,1172,63264,80,1020,0.53467155,0.9361022,0.9841329,0.98321533,0.51584506
129,129,KBY15_IMG_13338-21888.png,0.94405484,8952,55523,67,994,0.9000603,0.99257123,0.9824124,0.9838104,0.8940377
130,130,KBY15_IMG_12996-21375.png,0.94005686,5285,59577,246,428,0.92508316,0.95552343,0.99286723,0.9897156,0.88689375
131,131,KBY15_IMG_28728-11457.png,0.935053,1015,64380,50,91,0.9177215,0.9530516,0.9985885,0.9978485,0.8780277
132,132,KBY15_IMG_12483-21033.png,0.9517846,2280,63025,175,56,0.97602737,0.9287169,0.99911225,0.9964752,0.90800476
133,133,KBY15_IMG_11115-10773.png,0.97388035,6208,58995,35,298,0.95419616,0.9943937,0.99497414,0.9949188,0.94909036
134,134,KBY15_IMG_11115-4446.png,0.9329437,6706,57866,126,838,0.88891834,0.98155737,0.985725,0.9852905,0.8743155
135,135,KBY15_IMG_7866-16758.png,0.9807042,10292,54839,72,333,0.9686588,0.9930529,0.9939643,0.9938202,0.9621389
