,id,png,Dice_score,True_Positive,True_Negative,False_Negative,False_Positive,Precision,Recall,Specificity,Overall Accuracy,IoU
28,28,KBY15_IMG_4104-13167.png,0.8533788,3757,60488,1266,25,0.9933897,0.7479594,0.9995869,0.9803009,0.7442551
29,29,KBY15_IMG_7182-9918.png,0.9183387,28789,31627,1207,3913,0.88034374,0.9597613,0.8898987,0.921875,0.84900767
30,30,KBY15_IMG_7524-9405.png,0.5902046,476,64399,119,542,0.4675835,0.8,0.991654,0.98991394,0.41864556
31,31,DZK15_IMG_3420-12312.png,0.8742406,35617,19672,1269,8978,0.79867697,0.9655967,0.68663174,0.8436432,0.7765786
32,32,DZK15_IMG_3933-10602.png,0.8637912,32834,22347,1721,8634,0.79179126,0.9501953,0.72131306,0.84199524,0.7602399
33,33,DZK15_IMG_2223-2736.png,0.84534085,24476,32104,4124,4832,0.83513033,0.8558042,0.8691791,0.8633423,0.73211294
34,34,KBY15_IMG_9747-4104.png,0.7230685,8474,50571,230,6261,0.5750933,0.97357535,0.8898332,0.9009552,0.5662546
35,35,DZK15_IMG_3591-6156.png,0.84809023,21494,36342,893,6807,0.75947845,0.9601108,0.8422443,0.8825073,0.7362472
36,36,DZK15_IMG_3078-4446.png,0.71175075,2547,60926,320,1743,0.5937063,0.88838506,0.9721872,0.9685211,0.5524946
37,37,DZK15_IMG_4788-9234.png,0.9227804,28961,31728,1713,3134,0.9023524,0.9441547,0.91010267,0.92604065,0.8566316
38,38,KBY15_IMG_29583-12483.png,0.9262145,2021,63193,64,258,0.8867925,0.96930456,0.9959339,0.99508667,0.86256933
39,39,DZKN15_IMG_6669-3249.png,0.95683634,5686,59337,84,429,0.9298446,0.9854419,0.992822,0.99217224,0.91724473
40,40,DZK15_IMG_2736-11286.png,0.76670146,17255,37780,769,9732,0.63938195,0.95733464,0.79516757,0.83976746,0.6216674
41,41,DZK15_IMG_3762-7182.png,0.93483895,14612,48887,179,1858,0.88718885,0.98789805,0.9633856,0.96891785,0.8776503
42,42,DZKN15_IMG_5814-4788.png,0.45198575,1838,59241,123,4334,0.2977965,0.9372769,0.93182856,0.9319916,0.29197776
43,43,DZK15_IMG_5301-2394.png,0.9591903,4407,60754,275,100,0.9778123,0.9412644,0.9983567,0.99427795,0.9215809
44,44,DZK15_IMG_2223-9576.png,0.8278118,28598,25041,968,10929,0.72350544,0.9672597,0.6961635,0.8184662,0.7062107
45,45,KBY15_IMG_12825-7695.png,0.9591217,4892,60227,224,193,0.96204525,0.9562158,0.99680567,0.9936371,0.92145413
46,46,DZK15_IMG_4788-8721.png,0.8972464,34605,23005,1295,6631,0.8391939,0.96392757,0.77625185,0.87905884,0.8136418
47,47,DZK15_IMG_8550-4959.png,0.4552894,1530,60345,443,3218,0.32224095,0.7754688,0.94937307,0.9441376,0.2947409
48,48,DZK15_IMG_4104-7353.png,0.9528061,5229,59789,302,216,0.9603306,0.9453987,0.9964003,0.99209595,0.90986603
49,49,DZK15_IMG_1368-6327.png,0.8709677,216,65256,41,23,0.9037657,0.8404669,0.9996477,0.99902344,0.7714286
50,50,DZKN15_IMG_6156-4104.png,0.8357994,26041,29263,3838,6394,0.8028673,0.8715486,0.8206804,0.8438721,0.7179169
51,51,DZK15_IMG_5814-3078.png,0.9207322,34103,25561,1822,4050,0.8938485,0.94928324,0.86322653,0.9104004,0.85310817
52,52,KBY15_IMG_14877-22743.png,0.000880088,10,42821,74,22631,0.00044167662,0.11904762,0.6542352,0.6535492,0.00044023772
53,53,DZK15_IMG_4959-2907.png,0.78911287,27572,23227,2767,11970,0.6972839,0.90879726,0.6599142,0.7751312,0.65168166
54,54,KBY15_IMG_14193-3249.png,0.8029409,31562,18482,321,15171,0.6753686,0.98993194,0.54919326,0.76361084,0.6707612
55,55,KBY15_IMG_20178-22914.png,0.8904658,29677,28558,789,6512,0.82005584,0.97410226,0.81431425,0.8885956,0.8025583
56,56,KBY15_IMG_8037-16416.png,0.8532393,36066,17063,2286,10121,0.78086907,0.9403942,0.6276854,0.8106842,0.74404305
57,57,KBY15_IMG_19836-15903.png,0.9438819,3263,61885,107,281,0.92071104,0.96824926,0.9954798,0.9940796,0.8937277
58,58,DZK15_IMG_3249-13509.png,0.85105205,18344,40771,503,5918,0.7560795,0.9733114,0.8732464,0.9020233,0.7407228
59,59,KBY15_IMG_23256-18810.png,0.7748184,2240,61994,807,495,0.8190128,0.7351493,0.9920786,0.98013306,0.63241106
60,60,DZK15_IMG_4617-5301.png,0.6576677,8234,48730,2704,5868,0.5838888,0.7527884,0.8925235,0.86920166,0.48994407
61,61,DZK15_IMG_3420-3249.png,0.908845,6047,58276,1083,130,0.9789542,0.84810656,0.9977742,0.9814911,0.83292013
62,62,DZK15_IMG_6840-4617.png,0.7752588,3146,60566,20,1804,0.63555557,0.99368286,0.97107583,0.97216797,0.632998
63,63,DZK15_IMG_1197-8208.png,0.8507894,31928,22409,1401,9798,0.7651824,0.95796454,0.6957804,0.8291168,0.7403251
64,64,KBY15_IMG_20520-23085.png,0.9358586,6646,57979,186,725,0.90164155,0.97277516,0.9876499,0.98609924,0.87944955
65,65,DZK15_IMG_4446-2565.png,0.9356029,6211,58470,304,551,0.9185152,0.95333844,0.99066436,0.98695374,0.87899804
66,66,KBY15_IMG_12483-21717.png,0.90656155,32648,26158,1343,5387,0.85836726,0.9604896,0.8292281,0.89730835,0.8290924
67,67,KBY15_IMG_10602-3762.png,0.94482964,6405,58383,232,516,0.9254443,0.96504444,0.99123925,0.9885864,0.8954285
68,68,DZKN15_IMG_8379-4959.png,0.6108051,2606,59609,217,3104,0.4563923,0.9231314,0.95050466,0.94932556,0.4396828
69,69,DZKN15_IMG_7182-4275.png,0.93457943,3300,61774,387,75,0.9777778,0.89503664,0.99878734,0.99295044,0.877193
70,70,KBY15_IMG_32661-24282.png,0.78997475,26886,24354,985,13311,0.6688559,0.9646586,0.646595,0.78186035,0.652858
71,71,DZK15_IMG_3420-8892.png,0.9025542,6979,57050,10,1497,0.8233837,0.9985692,0.9744308,0.977005,0.8224134
72,72,DZK15_IMG_4788-11628.png,0.923881,10517,53286,222,1511,0.8743765,0.9793277,0.9724255,0.9735565,0.85853064
73,73,KBY15_IMG_30096-12654.png,0.9514245,18284,45385,1379,488,0.97400385,0.9298683,0.98936194,0.97151184,0.9073495
74,74,DZK15_IMG_2736-14022.png,0.848874,38673,13093,1263,12507,0.7556272,0.9683744,0.5114453,0.7898865,0.7374292
75,75,KBY15_IMG_27702-27189.png,0.15242586,388,60833,1263,3052,0.1127907,0.23500909,0.95222664,0.9341583,0.08250053
76,76,KBY15_IMG_28557-24111.png,0.87395877,37190,17619,1534,9193,0.8018024,0.96038634,0.65713114,0.83631897,0.7761337
77,77,DZK15_IMG_3420-12483.png,0.8273417,20068,37092,459,7917,0.7170985,0.9776392,0.82410187,0.8721924,0.70552665
78,78,DZK15_IMG_3420-5814.png,0.7950099,23547,29846,5606,6537,0.7827084,0.8077042,0.8203282,0.8147125,0.65976465
79,79,DZK15_IMG_2223-11457.png,0.895316,29857,28697,2460,4522,0.8684662,0.9238791,0.86387306,0.89346313,0.8104726
80,80,DZK15_IMG_3420-8721.png,0.8647014,26868,30260,3740,4668,0.8519787,0.8778097,0.86635363,0.8717041,0.761651
81,81,DZK15_IMG_7182-3762.png,0.8242027,19656,37495,890,7495,0.7239512,0.95668256,0.8334074,0.87205505,0.7009736
82,82,DZK15_IMG_4275-4446.png,0.9380298,6418,58270,79,769,0.89300126,0.98784053,0.9869747,0.98706055,0.883292
83,83,KBY15_IMG_13509-22401.png,0.86104375,1419,63659,82,376,0.79052925,0.9453698,0.9941282,0.9930115,0.7559936
84,84,DZK15_IMG_4788-11115.png,0.9133464,4195,60545,523,273,0.93889886,0.88914794,0.9955112,0.987854,0.84051293
85,85,KBY15_IMG_7011-10431.png,0.9587568,802,64665,6,63,0.92716765,0.9925743,0.9990267,0.99894714,0.9207807
86,86,DZKN15_IMG_1026-7011.png,0.7187639,8862,49739,86,6849,0.5640634,0.99038893,0.8789673,0.8941803,0.5609926
87,87,DZKN15_IMG_8550-4275.png,0.62449116,2838,59285,227,3186,0.47111553,0.925938,0.94900036,0.94792175,0.45400736
88,88,DZK15_IMG_7695-2907.png,0.939371,13650,50124,512,1250,0.91610736,0.9638469,0.9756686,0.973114,0.8856735
89,89,DZK15_IMG_5130-11457.png,0.64230996,1635,62080,206,1615,0.5030769,0.8881043,0.9746448,0.97221375,0.4730903
90,90,KBY15_IMG_14535-22914.png,0.9106995,6588,57656,1058,234,0.9656992,0.861627,0.99595785,0.98028564,0.8360406
91,91,DZK15_IMG_2394-10431.png,0.6420294,14072,35772,1244,14448,0.49340814,0.91877776,0.71230584,0.7605591,0.47278592
92,92,KBY15_IMG_7524-17271.png,0.8163655,16671,41365,1639,5861,0.73988104,0.9104861,0.8758946,0.8855591,0.6897108
93,93,KBY15_IMG_7695-15903.png,0.9278464,3382,61628,111,415,0.8907032,0.96822214,0.9933111,0.9919739,0.8654043
94,94,KBY15_IMG_15048-2223.png,0.934299,15223,48172,6,2135,0.87700194,0.999606,0.9575606,0.96733093,0.8766989
95,95,DZK15_IMG_4275-4275.png,0.9806094,4071,61304,19,142,0.9662948,0.99535453,0.997689,0.99754333,0.9619565
96,96,DZK15_IMG_6498-3420.png,0.9242069,5725,58872,99,840,0.87204874,0.98300135,0.98593247,0.985672,0.85909367
97,97,DZK15_IMG_4104-12996.png,0.9102534,27050,33152,772,4562,0.85568774,0.9722522,0.87903696,0.9186096,0.83528906
98,98,DZK15_IMG_3591-4275.png,0.9500949,5007,60003,3,523,0.90542495,0.9994012,0.9913591,0.9919739,0.90493405
99,99,DZK15_IMG_2907-12825.png,0.9717591,2856,62514,46,120,0.9596774,0.98414886,0.9980841,0.99746704,0.9450695
100,100,DZK15_IMG_2565-5643.png,0.0018281535,1,64443,1,1091,0.0009157509,0.5,0.9833521,0.9833374,0.0009149131
101,101,DZK15_IMG_7011-5472.png,0.81062526,11215,49081,809,4431,0.71679664,0.9327179,0.91719615,0.92004395,0.68155575
102,102,DZK15_IMG_5301-3420.png,0.93442667,18461,44484,43,2548,0.8787187,0.9976762,0.94582415,0.9604645,0.8769238
103,103,KBY15_IMG_11970-3762.png,0.74667346,5808,55787,1552,2389,0.7085519,0.78913045,0.95893496,0.9398651,0.59575343
104,104,DZK15_IMG_2565-11115.png,0.96114594,21472,42328,542,1194,0.94732195,0.9753793,0.9725656,0.97351074,0.9251982
105,105,DZK15_IMG_6156-3078.png,0.94760555,11991,52219,455,871,0.93228114,0.9634421,0.9835939,0.97976685,0.900428
106,106,KBY15_IMG_30438-24111.png,0.87759614,33339,22897,2407,6893,0.8286687,0.9326638,0.76861364,0.85809326,0.7818898
107,107,DZK15_IMG_1539-12483.png,0.9091854,10502,52936,301,1797,0.85389054,0.9721374,0.9671679,0.96798706,0.83349204
108,108,KBY15_IMG_19836-16416.png,0.96272755,3332,61946,56,202,0.942841,0.9834711,0.9967497,0.99606323,0.9281337
109,109,KBY15_IMG_13680-22401.png,0.708382,3334,59457,296,2449,0.5765174,0.9184573,0.96044004,0.9581146,0.54844546
110,110,DZK15_IMG_6156-1710.png,0.9291829,3582,61408,115,431,0.89259905,0.9688937,0.9930303,0.9916687,0.8677326
111,111,DZK15_IMG_4275-9918.png,0.6829687,796,64001,4,735,0.5199216,0.995,0.9886462,0.98872375,0.5185668
112,112,KBY15_IMG_23085-9234.png,0.8518535,28529,27084,4465,5458,0.8394092,0.86467236,0.8322783,0.84858704,0.741938
113,113,DZK15_IMG_2907-10944.png,0.7689266,25285,25054,1603,13594,0.6503511,0.9403823,0.64826125,0.7681122,0.62459856
114,114,DZK15_IMG_2907-3762.png,0.9659705,4556,60659,128,193,0.9593599,0.97267294,0.9968284,0.9951019,0.93418086
115,115,DZK15_IMG_2394-11799.png,0.8630863,4315,59852,10,1359,0.7604864,0.9976879,0.9777981,0.9791107,0.7591485
116,116,DZK15_IMG_2736-9747.png,0.8738232,4827,59315,2,1392,0.7761698,0.9995858,0.9770702,0.97872925,0.7759203
117,117,DZK15_IMG_7353-6327.png,0.93271697,7264,57224,405,643,0.91867965,0.94719,0.9888883,0.9840088,0.8739172
118,118,DZK15_IMG_5643-3933.png,0.9466226,1002,64421,63,50,0.9524715,0.9408451,0.9992245,0.99827576,0.8986547
119,119,DZK15_IMG_3591-9405.png,0.86502606,40177,12821,673,11865,0.77201104,0.9835251,0.5193632,0.8086853,0.762155
120,120,DZK15_IMG_1368-10602.png,0.94493395,1716,63620,53,147,0.921095,0.97003955,0.99769473,0.99694824,0.8956159
121,121,DZK15_IMG_5472-4446.png,0.9053763,6736,57392,85,1323,0.8358357,0.98753846,0.9774674,0.9785156,0.82711196
122,122,DZK15_IMG_2565-5130.png,0.9032009,35074,22944,1489,6029,0.8533197,0.9592758,0.7919097,0.8852844,0.823488
123,123,KBY15_IMG_22743-9576.png,0.84232545,21545,35925,4452,3614,0.8563536,0.8287495,0.9085966,0.8769226,0.72760123
124,124,DZK15_IMG_4104-9405.png,0.7610117,4829,57674,0,3033,0.6142203,1.0,0.95003873,0.9537201,0.6142203
125,125,KBY15_IMG_10773-3420.png,0.95963484,7358,57559,45,574,0.9276349,0.9939214,0.9901261,0.9905548,0.9224019
126,126,DZK15_IMG_8721-4446.png,0.76752347,12795,44990,1984,5767,0.6893115,0.86575544,0.8863802,0.8817291,0.622749
127,127,KBY15_IMG_13680-20520.png,0.9536188,10455,54064,547,470,0.9569794,0.95028174,0.9913815,0.9844818,0.91134936
128,128,KBY15_IMG_20007-23598.png,nan,0,65379,0,157,0.0,nan,0.99760437,0.99760437,0.0
129,129,KBY15_IMG_10773-2907.png,0.8666666,377,65043,28,88,0.8107527,0.9308642,0.9986489,0.99823,0.7647059
130,130,DZK15_IMG_5301-1368.png,0.80339843,21560,33424,2365,8187,0.72477895,0.90114945,0.8032491,0.83898926,0.67140007
131,131,KBY15_IMG_7011-16245.png,nan,0,65500,33,3,0.0,0.0,0.9999542,0.9994507,0.0
132,132,DZK15_IMG_4788-4446.png,0.8195406,1124,63917,87,408,0.73368144,0.9281585,0.99365723,0.9924469,0.6942557
133,133,DZKN15_IMG_6840-4617.png,0.85346967,24530,32583,284,8139,0.75086474,0.98855484,0.80013263,0.8714752,0.7443935
134,134,DZK15_IMG_5985-8550.png,0.8833348,30324,27202,2110,5900,0.8371246,0.9349448,0.82176304,0.8777771,0.7910471
135,135,KBY15_IMG_7011-9918.png,0.61302686,800,63726,960,50,0.9411765,0.45454547,0.999216,0.9845886,0.44198895
136,136,DZK15_IMG_4104-1710.png,0.7805393,28092,21647,765,15032,0.6514238,0.97348994,0.5901742,0.7589569,0.64006925
137,137,DZK15_IMG_7353-6156.png,0.74376076,20131,31534,1720,12151,0.6235983,0.9212851,0.7218496,0.78834534,0.5920534
138,138,DZK15_IMG_1881-6156.png,0.9211132,6603,57802,315,816,0.89001215,0.9544666,0.98607934,0.9827423,0.8537626
139,139,DZK15_IMG_6840-9063.png,0.7113775,29493,12111,318,23614,0.55535054,0.9893328,0.3390063,0.63482666,0.5520449
140,140,DZKN15_IMG_2565-6498.png,0.8336822,34048,17903,1863,11722,0.7438934,0.9481217,0.60432065,0.79270935,0.71479857
141,141,DZK15_IMG_7011-7353.png,0.80045444,7397,54451,81,3607,0.6722101,0.9891682,0.93787247,0.9437256,0.66729814
142,142,DZK15_IMG_5472-3420.png,0.943699,6822,57900,542,272,0.96165776,0.9263987,0.9953242,0.98757935,0.8933997
143,143,DZK15_IMG_5814-5814.png,0.8071874,6918,55313,314,2991,0.6981532,0.95658183,0.9486999,0.9495697,0.67670935
144,144,DZKN15_IMG_6840-2736.png,0.7802568,24305,27541,396,13294,0.64642674,0.98396826,0.6744459,0.7911072,0.63968945
145,145,DZK15_IMG_6156-4446.png,0.11008856,951,49210,9415,5960,0.13760671,0.09174223,0.8919703,0.7653961,0.058250643
146,146,DZKN15_IMG_2052-4275.png,0.8901791,37258,19085,2214,6979,0.84223616,0.9439096,0.732236,0.85972595,0.80209255
147,147,KBY15_IMG_3591-14877.png,0.91843975,4662,60046,555,273,0.94468087,0.89361703,0.99547404,0.9873657,0.84918034
148,148,DZK15_IMG_4275-2565.png,0.9600271,2834,62466,123,113,0.9616559,0.95840377,0.9981943,0.9963989,0.92312706
149,149,DZKN15_IMG_1881-5472.png,nan,0,64276,11,1249,0.0,0.0,0.98093855,0.9807739,0.0
150,150,KBY15_IMG_3078-16929.png,0.981946,6146,59164,97,129,0.97944224,0.9844626,0.9978244,0.9965515,0.9645323
151,151,KBY15_IMG_3249-14706.png,0.92516875,31607,28816,1368,3745,0.8940654,0.95851403,0.8849851,0.9219818,0.86075705
152,152,DZK15_IMG_4617-10260.png,0.22222224,1,65528,5,2,0.33333334,0.16666667,0.9999695,0.9998932,0.125
153,153,DZK15_IMG_2394-4959.png,0.68687934,8473,49338,760,6965,0.5488405,0.9176866,0.8762943,0.88212585,0.5230893
154,154,KBY15_IMG_14877-3420.png,0.9748176,10084,54931,280,241,0.9766586,0.9729834,0.9956318,0.9920502,0.95087224
155,155,KBY15_IMG_23256-18468.png,0.8191693,23982,30966,2382,8206,0.74506027,0.90964955,0.79051363,0.83843994,0.6937229
156,156,DZK15_IMG_3249-11115.png,0.9049429,9401,54160,1511,464,0.952965,0.8615286,0.99150556,0.9698639,0.8263889
157,157,DZK15_IMG_3762-4959.png,0.74783254,9014,50443,421,5658,0.6143675,0.9553789,0.8991462,0.9072418,0.5972305
158,158,DZK15_IMG_5472-2907.png,0.8645883,35749,18589,5071,6127,0.85368705,0.8757717,0.7521039,0.8291321,0.7614757
159,159,KBY15_IMG_7353-16929.png,0.7642563,15848,39911,3439,6338,0.71432436,0.82169336,0.8629592,0.8508148,0.6184585
160,160,DZK15_IMG_3591-11799.png,0.87876135,9024,54022,821,1669,0.8439166,0.91660744,0.9700311,0.9620056,0.78374153
161,161,KBY15_IMG_6669-16587.png,0.82481885,32662,19000,1474,12400,0.7248236,0.9568198,0.60509557,0.78829956,0.7018652
162,162,KBY15_IMG_19836-16074.png,0.9377423,39915,20321,961,4339,0.9019524,0.9764899,0.824047,0.9191284,0.8827823
163,163,DZK15_IMG_7524-3762.png,0.89416116,29510,29040,2060,4926,0.856952,0.9347482,0.8549726,0.8934021,0.80858177
164,164,DZKN15_IMG_8721-5130.png,0.78925836,24306,28250,2820,10160,0.7052167,0.8960407,0.73548555,0.8019409,0.6518801
165,165,KBY15_IMG_14877-2394.png,0.97223437,3344,62001,75,116,0.966474,0.97806376,0.9981325,0.9970856,0.94596887
166,166,KBY15_IMG_12996-7353.png,0.7006158,9727,47496,58,8255,0.5409298,0.99407256,0.8519309,0.8731537,0.5391907
167,167,KBY15_IMG_14706-23085.png,0.96344393,3413,61864,39,220,0.939444,0.9887022,0.9964564,0.996048,0.92946625
168,168,KBY15_IMG_28044-13167.png,0.9497507,1238,64167,16,115,0.9150037,0.98724085,0.998211,0.9980011,0.9043097
169,169,DZK15_IMG_1881-7011.png,0.8586881,27864,28501,2987,6184,0.81837404,0.9031798,0.8217097,0.86006165,0.7523694
170,170,DZK15_IMG_3933-12654.png,0.9008815,2504,62481,528,23,0.9908983,0.8258575,0.999632,0.9915924,0.8196399
171,171,KBY15_IMG_17955-24453.png,0.92073065,5192,59450,137,757,0.8727517,0.9742916,0.9874267,0.98635864,0.8531055
172,172,DZKN15_IMG_6840-3933.png,0.9167244,10579,53035,450,1472,0.87785244,0.9591985,0.97299427,0.9706726,0.8462523
173,173,DZK15_IMG_5643-11970.png,0.93001556,598,64848,38,52,0.92,0.9402516,0.9991988,0.9986267,0.86918604
174,174,DZK15_IMG_7353-1710.png,0.9369261,8571,55811,252,902,0.904782,0.9714383,0.98409534,0.98239136,0.88133675
175,175,DZK15_IMG_4617-1710.png,0.94593185,16323,47347,613,1253,0.9287096,0.9638049,0.97421813,0.9715271,0.8974105
176,176,KBY15_IMG_28215-22059.png,0.7851683,2414,61801,0,1321,0.6463186,1.0,0.9790723,0.97984314,0.6463186
177,177,DZK15_IMG_6669-5814.png,0.83360094,24923,30663,1492,8458,0.7466223,0.94351697,0.783799,0.84817505,0.714679
178,178,DZK15_IMG_5472-10944.png,0.9623489,1393,64034,13,96,0.9355272,0.9907539,0.998503,0.9983368,0.9274301
179,179,DZK15_IMG_6156-4104.png,0.95044905,4709,60336,121,370,0.927151,0.9749482,0.99390507,0.99250793,0.90557694
180,180,KBY15_IMG_27018-15903.png,0.7944194,17538,38921,2432,6645,0.7252202,0.87821734,0.8541676,0.861496,0.6589517
181,181,KBY15_IMG_15048-2736.png,0.10020877,96,63716,12,1712,0.053097345,0.8888889,0.97383386,0.97369385,0.052747253
182,182,KBY15_IMG_7695-10089.png,0.67520213,1503,62587,73,1373,0.5226008,0.9536802,0.97853345,0.9779358,0.5096643
183,183,KBY15_IMG_12825-21546.png,0.89238507,34629,22555,2154,6198,0.8481887,0.94144034,0.78443986,0.8725586,0.8056816
184,184,KBY15_IMG_19665-15903.png,0.5909795,15252,29172,1792,19320,0.44116625,0.8948604,0.6015838,0.67785645,0.41942582
185,185,DZK15_IMG_3762-9918.png,0.98380184,15609,49413,312,202,0.9872241,0.98040324,0.99592865,0.992157,0.9681201
186,186,DZKN15_IMG_1881-5814.png,nan,0,63360,11,2165,0.0,0.0,0.9669592,0.9667969,0.0
187,187,DZK15_IMG_5814-1368.png,0.8653028,2136,62735,412,253,0.8940979,0.8383046,0.99598336,0.9898529,0.7625848
188,188,KBY15_IMG_10431-4617.png,0.72131145,4114,58243,232,2947,0.582637,0.9466176,0.95183855,0.9514923,0.5641026
189,189,KBY15_IMG_11286-4617.png,0.8460073,38410,13143,6203,7780,0.83156526,0.8609598,0.6281604,0.78663635,0.7331132
190,190,DZK15_IMG_3249-7866.png,0.5525773,2278,59569,532,3157,0.41913524,0.81067616,0.94967,0.9437103,0.38176638
191,191,DZK15_IMG_4788-9918.png,0.9092909,19417,42245,1829,2045,0.9047153,0.9139132,0.953827,0.94088745,0.83366966
192,192,DZK15_IMG_1710-4788.png,0.9222108,1802,63430,3,301,0.8568711,0.9983379,0.99527705,0.9953613,0.85565054
193,193,DZKN15_IMG_5130-3249.png,0.8381712,37509,13543,620,13864,0.7301306,0.98373944,0.49414384,0.7789917,0.72142404
194,194,KBY15_IMG_16416-4446.png,0.9234032,37010,22386,1003,5137,0.8781171,0.9736143,0.8133561,0.90631104,0.85770565
195,195,DZK15_IMG_4959-1710.png,0.845924,30430,24021,3679,7406,0.8042605,0.8921399,0.7643428,0.8308563,0.73298806
196,196,DZK15_IMG_4788-5643.png,0.8907598,2169,62835,13,519,0.80691963,0.99404216,0.99180794,0.9918823,0.8030359
197,197,DZK15_IMG_1710-2907.png,0.81048405,21383,34153,6142,3858,0.8471534,0.7768574,0.89850307,0.8474121,0.68135613
198,198,DZK15_IMG_5814-6840.png,0.9131161,1093,64235,189,19,0.9829137,0.8525741,0.9997043,0.9968262,0.840123
199,199,DZK15_IMG_2907-10431.png,0.9723238,1862,63568,38,68,0.96476686,0.98,0.9989314,0.99838257,0.9461382
200,200,KBY15_IMG_10602-3078.png,0.88741857,35073,21564,1237,7662,0.82070905,0.96593225,0.7378362,0.86421204,0.7976212
201,201,DZK15_IMG_2907-7182.png,0.7743381,23663,28081,1533,12259,0.65873283,0.939157,0.6961081,0.7895508,0.63177145
202,202,DZK15_IMG_1881-5301.png,0.88044494,13219,48727,491,3099,0.810087,0.9641867,0.9402038,0.94522095,0.7864239
203,203,DZKN15_IMG_4788-3249.png,0.93513274,2148,63090,135,163,0.92946774,0.9408673,0.99742305,0.9954529,0.87816846
204,204,DZK15_IMG_3078-10089.png,0.8275545,29739,23403,1548,10846,0.7327584,0.9505226,0.6833192,0.81088257,0.7058363
